time,ax,ay,az,latitude,longitude,temperature,wet,timestamp
2020-07-16 20:29:01.500,-0.009765625,1.0762939453125,-0.1903076171875,26.080820000000003,-80.11058299999999,32.5703125,True,1594931341.5
2020-07-16 20:29:02.400,-0.007568359375,1.08056640625,-0.19390869140625,26.080821,-80.110582,32.578125,True,1594931342.4
2020-07-16 20:29:03.400,0.013671875,1.0799560546875,-0.226318359375,26.080824,-80.11058299999999,32.59375,True,1594931343.4
2020-07-16 20:29:04.400,0.0101318359375,1.0740966796875,-0.2255859375,26.080825,-80.110584,32.59375,True,1594931344.4
2020-07-16 20:29:05.400,0.03173828125,1.07379150390625,-0.24530029296875,26.080826000000002,-80.110586,32.5859375,True,1594931345.4
2020-07-16 20:29:06.300,0.00360107421875,1.07257080078125,-0.21417236328125,26.080825,-80.110587,32.6171875,True,1594931346.3
2020-07-16 20:29:07.300,-0.023681640625,1.06939697265625,-0.216796875,26.080825,-80.110587,32.65625,False,1594931347.3
2020-07-16 20:29:08.300,-0.00469970703125,1.07379150390625,-0.2044677734375,26.080825,-80.110585,32.6953125,True,1594931348.3
2020-07-16 20:29:09.200,-0.00946044921875,1.07672119140625,-0.2032470703125,26.080824,-80.110584,32.7109375,True,1594931349.2
2020-07-16 20:29:10.200,-0.0091552734375,1.07000732421875,-0.2109375,26.080824,-80.110584,32.703125,True,1594931350.2
2020-07-16 20:29:11.200,-0.00927734375,1.06939697265625,-0.2081298828125,26.080823000000002,-80.11058299999999,32.6953125,True,1594931351.2
2020-07-16 20:29:12.100,-0.01776123046875,1.0736083984375,-0.20916748046875,26.080825,-80.11058100000001,32.6875,True,1594931352.1
2020-07-16 20:29:13.100,-0.01849365234375,1.07550048828125,-0.20257568359375,26.080826000000002,-80.11058,32.6796875,True,1594931353.1
2020-07-16 20:29:14.100,-0.0118408203125,1.0789794921875,-0.19525146484375,26.080825,-80.11058,32.6953125,False,1594931354.1
2020-07-16 20:29:15.100,-0.01324462890625,1.06915283203125,-0.2083740234375,26.080824,-80.110579,32.671875,False,1594931355.1
2020-07-16 20:29:16.000,-0.01300048828125,1.06927490234375,-0.20758056640625,26.080823000000002,-80.110577,32.703125,False,1594931356.0
2020-07-16 20:29:17.000,-0.00677490234375,1.07440185546875,-0.21136474609375,26.080823000000002,-80.110575,32.671875,True,1594931357.0
2020-07-16 20:29:18.000,-0.02130126953125,1.07989501953125,-0.20941162109375,26.080822,-80.110574,32.65625,True,1594931358.0
2020-07-16 20:29:18.900,-0.0098876953125,1.0736083984375,-0.21014404296875,26.080821,-80.11057199999999,32.6640625,True,1594931358.9
2020-07-16 20:29:19.900,-0.00970458984375,1.07073974609375,-0.211669921875,26.080821,-80.110571,32.65625,True,1594931359.9
2020-07-16 20:29:20.900,-0.011474609375,1.0765380859375,-0.21197509765625,26.080821,-80.11057,32.671875,True,1594931360.9
2020-07-16 20:29:21.800,0.00970458984375,1.07196044921875,-0.23052978515625,26.080820000000003,-80.110569,32.6484375,True,1594931361.8
2020-07-16 20:29:22.800,-0.01470947265625,1.07000732421875,-0.252197265625,26.080820000000003,-80.110567,32.6640625,True,1594931362.8
2020-07-16 20:29:23.800,-0.00848388671875,1.07354736328125,-0.2188720703125,26.080820000000003,-80.110566,32.6875,True,1594931363.8
2020-07-16 20:29:24.800,-0.0072021484375,1.0726318359375,-0.2191162109375,26.080819,-80.110566,32.65625,True,1594931364.8
2020-07-16 20:29:25.700,-0.0181884765625,1.07354736328125,-0.213134765625,26.080819,-80.11056500000001,32.625,True,1594931365.7
2020-07-16 20:29:26.700,-0.01007080078125,1.0692138671875,-0.21368408203125,,,32.6484375,True,1594931366.7
2020-07-16 20:29:27.700,-0.005126953125,1.07208251953125,-0.205078125,26.080819,-80.110564,32.6484375,True,1594931367.7
2020-07-16 20:29:28.600,-0.0108642578125,1.07366943359375,-0.22442626953125,26.080819,-80.110564,32.6328125,True,1594931368.6
2020-07-16 20:29:29.600,-0.01007080078125,1.072265625,-0.2213134765625,26.080819,-80.110563,32.640625,True,1594931369.6
2020-07-16 20:29:30.600,-0.01318359375,1.070556640625,-0.21893310546875,,,32.65625,True,1594931370.6
2020-07-16 20:29:31.500,-0.01287841796875,1.06781005859375,-0.2227783203125,26.080819,-80.110563,32.625,True,1594931371.5
2020-07-16 20:29:32.500,-0.011474609375,1.07110595703125,-0.2281494140625,26.080818,-80.110561,32.6328125,True,1594931372.5
2020-07-16 20:29:33.500,-0.01458740234375,1.07354736328125,-0.2227783203125,26.080818,-80.110561,32.65625,True,1594931373.5
2020-07-16 20:29:34.500,-0.01116943359375,1.07403564453125,-0.2174072265625,26.080817,-80.110561,32.6171875,True,1594931374.5
2020-07-16 20:29:35.400,-0.0125732421875,1.07861328125,-0.21881103515625,26.080817,-80.110561,32.6328125,True,1594931375.4
2020-07-16 20:29:36.400,-0.01458740234375,1.0767822265625,-0.21771240234375,26.080817,-80.11055999999999,32.640625,True,1594931376.4
2020-07-16 20:29:37.400,-0.00958251953125,1.0716552734375,-0.220947265625,26.080817,-80.11055999999999,32.65625,True,1594931377.4
2020-07-16 20:29:38.300,-0.0096435546875,1.069091796875,-0.22027587890625,26.080817,-80.11055999999999,32.640625,True,1594931378.3
2020-07-16 20:29:39.300,-0.01202392578125,1.0682373046875,-0.21417236328125,26.080816,-80.110559,32.6484375,True,1594931379.3
2020-07-16 20:29:40.300,-0.0106201171875,1.072998046875,-0.22528076171875,26.080815,-80.110559,32.6484375,True,1594931380.3
2020-07-16 20:29:41.200,0.00213623046875,1.07122802734375,-0.2174072265625,26.080814,-80.110558,32.6484375,True,1594931381.2
2020-07-16 20:29:42.200,-0.005126953125,1.06903076171875,-0.24847412109375,26.080813,-80.110557,32.640625,True,1594931382.2
2020-07-16 20:29:43.200,-0.00067138671875,1.07135009765625,-0.20513916015625,26.080811999999998,-80.110556,32.6171875,True,1594931383.2
2020-07-16 20:29:44.200,-0.0072021484375,1.073486328125,-0.20819091796875,26.08081,-80.110556,32.6484375,True,1594931384.2
2020-07-16 20:29:45.100,-0.00311279296875,1.0712890625,-0.20770263671875,26.080809,-80.110556,32.6328125,True,1594931385.1
2020-07-16 20:29:46.100,-0.00567626953125,1.0733642578125,-0.2047119140625,26.080807999999998,-80.110556,32.6484375,True,1594931386.1
2020-07-16 20:29:47.100,-0.00439453125,1.07049560546875,-0.20611572265625,26.080807,-80.110555,32.6484375,True,1594931387.1
2020-07-16 20:29:48.000,-0.00054931640625,1.072021484375,-0.207763671875,26.080806,-80.110555,32.6484375,True,1594931388.0
2020-07-16 20:29:49.000,-0.0042724609375,1.0748291015625,-0.2034912109375,,,32.65625,True,1594931389.0
2020-07-16 20:29:50.000,-0.0028076171875,1.0723876953125,-0.20440673828125,26.080806,-80.11055400000001,32.640625,True,1594931390.0
2020-07-16 20:29:50.900,-0.0076904296875,1.072998046875,-0.208251953125,26.080804999999998,-80.110553,32.671875,True,1594931390.9
2020-07-16 20:29:51.900,-0.03118896484375,1.07208251953125,-0.1971435546875,26.080804999999998,-80.110552,32.6796875,True,1594931391.9
2020-07-16 20:29:52.900,-0.00701904296875,1.0689697265625,-0.21075439453125,26.080804,-80.110551,32.6640625,True,1594931392.9
2020-07-16 20:29:53.900,-0.0093994140625,1.07196044921875,-0.20361328125,26.080803,-80.11055,32.6796875,True,1594931393.9
2020-07-16 20:29:54.800,0.00469970703125,1.07568359375,-0.197265625,26.080803,-80.110549,32.6484375,True,1594931394.8
2020-07-16 20:29:55.800,-0.02130126953125,1.076904296875,-0.203369140625,26.080802,-80.110548,32.640625,True,1594931395.8
2020-07-16 20:29:56.800,-0.00750732421875,1.0777587890625,-0.1964111328125,26.080802,-80.110547,32.671875,True,1594931396.8
2020-07-16 20:29:57.700,-0.00830078125,1.07208251953125,-0.199951171875,26.080802,-80.110546,32.65625,True,1594931397.7
2020-07-16 20:29:58.700,-0.0081787109375,1.0731201171875,-0.19525146484375,26.080802,-80.110546,32.65625,True,1594931398.7
2020-07-16 20:29:59.700,-0.01019287109375,1.07489013671875,-0.2041015625,26.080802,-80.110546,32.640625,True,1594931399.7
2020-07-16 20:30:00.600,-0.0062255859375,1.07354736328125,-0.19964599609375,26.080803,-80.110545,32.640625,True,1594931400.6
2020-07-16 20:30:01.600,-0.0020751953125,1.07562255859375,-0.1937255859375,,,32.640625,True,1594931401.6
2020-07-16 20:30:02.600,-0.032470703125,1.08056640625,-0.20611572265625,,,32.6328125,True,1594931402.6
2020-07-16 20:30:03.600,-0.007568359375,1.0772705078125,-0.21380615234375,26.080804,-80.110545,32.65625,True,1594931403.6
2020-07-16 20:30:04.500,-0.00360107421875,1.07537841796875,-0.216552734375,26.080804999999998,-80.11054399999999,32.6484375,True,1594931404.5
2020-07-16 20:30:05.500,-0.002685546875,1.072509765625,-0.21856689453125,26.080806,-80.11054399999999,32.6171875,True,1594931405.5
2020-07-16 20:30:06.500,-0.00341796875,1.07470703125,-0.216796875,26.080806,-80.11054399999999,32.6484375,True,1594931406.5
2020-07-16 20:30:07.400,-0.00299072265625,1.07275390625,-0.21173095703125,26.080807,-80.110545,32.65625,True,1594931407.4
2020-07-16 20:30:08.400,-0.00421142578125,1.0751953125,-0.21746826171875,26.080807999999998,-80.110546,32.625,True,1594931408.4
2020-07-16 20:30:09.400,-0.0047607421875,1.07208251953125,-0.2132568359375,26.080807999999998,-80.110546,32.640625,True,1594931409.4
2020-07-16 20:30:10.300,-0.00347900390625,1.07452392578125,-0.2164306640625,26.080809,-80.110547,32.6171875,True,1594931410.3
2020-07-16 20:30:11.300,-0.0048828125,1.07574462890625,-0.21710205078125,26.080809,-80.110548,32.625,True,1594931411.3
2020-07-16 20:30:12.300,-0.0045166015625,1.0751953125,-0.22027587890625,26.08081,-80.110549,32.6328125,True,1594931412.3
2020-07-16 20:30:13.300,-0.00518798828125,1.07513427734375,-0.2149658203125,26.08081,-80.11055,32.6171875,True,1594931413.3
2020-07-16 20:30:14.200,-0.0023193359375,1.07293701171875,-0.21405029296875,26.08081,-80.110551,32.625,True,1594931414.2
2020-07-16 20:30:15.200,-0.0020751953125,1.07635498046875,-0.21820068359375,26.080810999999997,-80.110552,32.6171875,True,1594931415.2
2020-07-16 20:30:16.200,-0.00341796875,1.072265625,-0.2122802734375,26.080811999999998,-80.110553,32.625,True,1594931416.2
2020-07-16 20:30:17.100,-0.005126953125,1.07550048828125,-0.2210693359375,26.080813,-80.11055400000001,32.625,True,1594931417.1
2020-07-16 20:30:18.100,0.0001220703125,1.07073974609375,-0.2132568359375,26.080814,-80.110555,32.6015625,True,1594931418.1
2020-07-16 20:30:19.100,-0.0174560546875,1.07196044921875,-0.217529296875,26.080814,-80.110556,32.609375,True,1594931419.1
2020-07-16 20:30:20.000,-0.00323486328125,1.07293701171875,-0.2147216796875,26.080815,-80.110557,32.6171875,True,1594931420.0
2020-07-16 20:30:21.000,-0.00579833984375,1.073974609375,-0.217041015625,26.080815,-80.110559,32.609375,True,1594931421.0
2020-07-16 20:30:22.000,-0.00335693359375,1.071533203125,-0.2144775390625,26.080815,-80.11055999999999,32.625,True,1594931422.0
2020-07-16 20:30:23.000,-0.00335693359375,1.07470703125,-0.215576171875,26.080816,-80.110561,32.609375,True,1594931423.0
2020-07-16 20:30:23.900,-0.00347900390625,1.0748291015625,-0.21905517578125,26.080816,-80.110562,32.6328125,True,1594931423.9
2020-07-16 20:30:24.900,-0.00469970703125,1.0748291015625,-0.21826171875,26.080817,-80.110563,32.609375,True,1594931424.9
2020-07-16 20:30:25.900,-0.00323486328125,1.07281494140625,-0.2171630859375,26.080817,-80.110564,32.609375,True,1594931425.9
2020-07-16 20:30:26.800,-0.00238037109375,1.0743408203125,-0.2144775390625,26.080821,-80.110563,32.6171875,True,1594931426.8
2020-07-16 20:30:27.800,-0.00469970703125,1.07220458984375,-0.21533203125,26.080823000000002,-80.110564,32.625,True,1594931427.8
2020-07-16 20:30:28.800,-0.00347900390625,1.07440185546875,-0.2166748046875,26.080823000000002,-80.11056500000001,32.609375,True,1594931428.8
2020-07-16 20:30:29.700,-0.00238037109375,1.07666015625,-0.21771240234375,26.080823000000002,-80.110566,32.5859375,True,1594931429.7
2020-07-16 20:30:30.700,-0.00579833984375,1.0767822265625,-0.21923828125,26.080822,-80.110568,32.609375,True,1594931430.7
2020-07-16 20:30:31.700,-0.00421142578125,1.075439453125,-0.21783447265625,,,32.59375,True,1594931431.7
2020-07-16 20:30:32.700,-0.006591796875,1.0732421875,-0.21746826171875,,,32.609375,True,1594931432.7
2020-07-16 20:30:33.600,-0.00457763671875,1.07666015625,-0.214111328125,26.080823000000002,-80.11057,32.6015625,True,1594931433.6
2020-07-16 20:30:34.600,-0.00177001953125,1.07672119140625,-0.21441650390625,26.080822,-80.110571,32.578125,True,1594931434.6
2020-07-16 20:30:35.600,-0.0003662109375,1.08074951171875,-0.23394775390625,26.080822,-80.110573,32.59375,True,1594931435.6
2020-07-16 20:30:36.500,-0.00439453125,1.08306884765625,-0.21563720703125,26.080821,-80.110573,32.59375,True,1594931436.5
2020-07-16 20:30:37.500,-0.0306396484375,1.0755615234375,-0.2247314453125,26.080820000000003,-80.110575,32.59375,True,1594931437.5
2020-07-16 20:30:38.500,-0.00372314453125,1.07379150390625,-0.233154296875,26.080820000000003,-80.110576,32.5859375,True,1594931438.5
2020-07-16 20:30:39.400,-0.01629638671875,1.07916259765625,-0.2457275390625,26.080821,-80.110577,32.6015625,True,1594931439.4
2020-07-16 20:30:40.400,-0.1204833984375,1.0831298828125,-0.20281982421875,26.080821,-80.110579,32.6015625,True,1594931440.4
2020-07-16 20:30:41.400,-0.00103759765625,1.1114501953125,-0.2052001953125,26.080821,-80.11058,32.5859375,True,1594931441.4
2020-07-16 20:30:42.400,0.0379638671875,1.05670166015625,-0.23504638671875,26.080821,-80.110582,32.609375,True,1594931442.4
2020-07-16 20:30:43.300,0.017578125,1.093017578125,-0.25701904296875,26.080819,-80.110585,32.59375,False,1594931443.3
2020-07-16 20:30:44.300,-0.03057861328125,1.0509033203125,-0.21221923828125,26.080820000000003,-80.110587,32.5859375,False,1594931444.3
2020-07-16 20:30:45.300,0.00079345703125,1.0721435546875,-0.177490234375,26.080821,-80.110588,32.6171875,False,1594931445.3
2020-07-16 20:30:46.200,-0.00250244140625,1.06719970703125,-0.22442626953125,26.080820000000003,-80.11059,32.5859375,False,1594931446.2
2020-07-16 20:30:47.200,-0.01129150390625,1.07470703125,-0.22369384765625,26.080821,-80.11059200000001,32.6171875,False,1594931447.2
2020-07-16 20:30:48.200,-0.0086669921875,1.0699462890625,-0.20611572265625,26.080820000000003,-80.11059300000001,32.609375,False,1594931448.2
2020-07-16 20:30:49.100,-0.01776123046875,1.066162109375,-0.19281005859375,26.080821,-80.11059300000001,32.5859375,False,1594931449.1
2020-07-16 20:30:50.100,-0.0008544921875,1.067626953125,-0.234375,26.080821,-80.11059300000001,32.609375,False,1594931450.1
